timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-19 16:00:00,31.42,58.81,89.01,11832.1,outdoor,outdoor_cycle02
2026-07-19 17:00:00,28.99,65.18,88.06,9651.1,outdoor,outdoor_cycle02
2026-07-19 18:00:00,29.2,65.48,87.24,8212.8,outdoor,outdoor_cycle02
2026-07-19 19:00:00,29.31,64.35,86.1,8221.6,outdoor,outdoor_cycle02
2026-07-19 20:00:00,28.44,67.71,84.91,7839.2,outdoor,outdoor_cycle02
2026-07-19 21:00:00,29.22,69.6,84.06,7933.0,outdoor,outdoor_cycle02
2026-07-19 22:00:00,28.99,64.24,83.6,8240.0,outdoor,outdoor_cycle02
2026-07-19 23:00:00,28.37,62.33,82.14,8285.1,outdoor,outdoor_cycle02
2026-07-20 00:00:00,28.94,64.58,80.84,8021.0,outdoor,outdoor_cycle02
2026-07-20 01:00:00,28.44,65.6,79.74,8292.6,outdoor,outdoor_cycle02
2026-07-20 02:00:00,29.11,67.5,78.58,7189.0,outdoor,outdoor_cycle02
2026-07-20 03:00:00,28.61,60.42,77.22,8153.4,outdoor,outdoor_cycle02
2026-07-20 04:00:00,28.92,67.38,75.88,8483.7,outdoor,outdoor_cycle02
2026-07-20 05:00:00,29.98,66.86,75.41,8022.6,outdoor,outdoor_cycle02
2026-07-20 06:00:00,28.85,62.89,74.51,8651.3,outdoor,outdoor_cycle02
2026-07-20 07:00:00,30.37,64.44,73.01,9824.8,outdoor,outdoor_cycle02
2026-07-20 08:00:00,31.13,61.74,72.39,11277.3,outdoor,outdoor_cycle02
2026-07-20 09:00:00,32.17,59.6,71.55,12821.0,outdoor,outdoor_cycle02
2026-07-20 10:00:00,32.49,58.3,70.24,13610.8,outdoor,outdoor_cycle02
2026-07-20 11:00:00,33.88,54.11,69.38,14668.7,outdoor,outdoor_cycle02
2026-07-20 12:00:00,34.19,60.85,68.26,14437.4,outdoor,outdoor_cycle02
2026-07-20 13:00:00,33.73,59.43,67.39,14825.4,outdoor,outdoor_cycle02
2026-07-20 14:00:00,33.14,56.51,66.31,14385.0,outdoor,outdoor_cycle02
2026-07-20 15:00:00,33.68,59.55,65.72,12737.2,outdoor,outdoor_cycle02
2026-07-20 16:00:00,30.42,57.29,64.54,11580.1,outdoor,outdoor_cycle02
2026-07-20 17:00:00,29.35,65.3,63.51,9666.8,outdoor,outdoor_cycle02
2026-07-20 18:00:00,29.97,67.24,62.83,7919.4,outdoor,outdoor_cycle02
2026-07-20 19:00:00,27.71,63.2,62.18,7936.7,outdoor,outdoor_cycle02
2026-07-20 20:00:00,28.92,65.19,61.42,7932.5,outdoor,outdoor_cycle02
2026-07-20 21:00:00,29.1,66.1,60.05,7672.9,outdoor,outdoor_cycle02
2026-07-20 22:00:00,28.94,65.05,59.03,8212.5,outdoor,outdoor_cycle02
2026-07-20 23:00:00,29.57,65.72,57.97,7816.3,outdoor,outdoor_cycle02
2026-07-21 00:00:00,28.31,65.27,57.08,7990.0,outdoor,outdoor_cycle02
2026-07-21 01:00:00,28.92,60.3,56.1,7835.4,outdoor,outdoor_cycle02
2026-07-21 02:00:00,29.1,62.43,55.41,8379.7,outdoor,outdoor_cycle02
2026-07-21 03:00:00,29.58,66.07,53.93,7806.1,outdoor,outdoor_cycle02
2026-07-21 04:00:00,28.28,67.3,53.18,8300.2,outdoor,outdoor_cycle02
2026-07-21 05:00:00,29.84,64.37,52.15,8086.6,outdoor,outdoor_cycle02
2026-07-21 06:00:00,28.92,67.03,51.73,8238.0,outdoor,outdoor_cycle02
2026-07-21 07:00:00,31.08,58.9,50.4,10121.5,outdoor,outdoor_cycle02
2026-07-21 08:00:00,30.85,60.22,49.45,11168.3,outdoor,outdoor_cycle02
2026-07-21 09:00:00,32.35,61.65,47.98,13342.8,outdoor,outdoor_cycle02
2026-07-21 10:00:00,32.99,57.98,47.15,13557.1,outdoor,outdoor_cycle02
2026-07-21 11:00:00,34.41,61.79,46.24,14391.2,outdoor,outdoor_cycle02
2026-07-21 12:00:00,33.98,58.2,45.02,14757.1,outdoor,outdoor_cycle02
2026-07-21 13:00:00,33.55,57.72,43.93,14925.4,outdoor,outdoor_cycle02
2026-07-21 14:00:00,33.07,58.23,42.96,14035.7,outdoor,outdoor_cycle02
2026-07-21 15:00:00,32.38,63.69,42.0,13118.0,outdoor,outdoor_cycle02
2026-07-21 16:00:00,31.92,60.42,40.87,11851.9,outdoor,outdoor_cycle02
2026-07-21 17:00:00,30.23,64.18,40.22,9340.5,outdoor,outdoor_cycle02
2026-07-21 18:00:00,28.28,65.36,38.6,8519.8,outdoor,outdoor_cycle02
2026-07-21 19:00:00,29.38,66.25,37.81,7459.7,outdoor,outdoor_cycle02
2026-07-21 20:00:00,28.53,63.45,37.01,7949.6,outdoor,outdoor_cycle02
2026-07-21 21:00:00,27.81,66.87,35.98,7678.2,outdoor,outdoor_cycle02
2026-07-21 22:00:00,30.24,62.7,35.12,7240.9,outdoor,outdoor_cycle02
2026-07-21 23:00:00,29.66,69.9,34.02,7631.1,outdoor,outdoor_cycle02
2026-07-22 00:00:00,28.72,64.74,33.52,8793.3,outdoor,outdoor_cycle02
2026-07-22 01:00:00,29.15,66.17,32.54,8325.7,outdoor,outdoor_cycle02
2026-07-22 02:00:00,29.18,64.02,31.7,8080.7,outdoor,outdoor_cycle02
2026-07-22 03:00:00,29.37,64.08,30.75,8113.1,outdoor,outdoor_cycle02
2026-07-22 04:00:00,29.68,64.87,29.43,7468.1,outdoor,outdoor_cycle02
2026-07-22 05:00:00,28.46,63.37,28.06,7821.3,outdoor,outdoor_cycle02
2026-07-22 06:00:00,27.72,72.84,27.05,8316.8,outdoor,outdoor_cycle02
2026-07-22 07:00:00,30.26,63.77,25.87,9968.1,outdoor,outdoor_cycle02
2026-07-22 08:00:00,31.83,61.47,24.89,11440.8,outdoor,outdoor_cycle02
