timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-25 08:00:00,31.51,58.87,88.77,11377.9,outdoor,outdoor_cycle04
2026-07-25 09:00:00,32.6,61.16,88.19,13542.7,outdoor,outdoor_cycle04
2026-07-25 10:00:00,34.3,58.77,87.52,13792.5,outdoor,outdoor_cycle04
2026-07-25 11:00:00,33.72,60.06,85.98,14723.2,outdoor,outdoor_cycle04
2026-07-25 12:00:00,33.13,57.47,84.77,14624.3,outdoor,outdoor_cycle04
2026-07-25 13:00:00,34.36,56.7,83.63,13980.2,outdoor,outdoor_cycle04
2026-07-25 14:00:00,33.59,59.52,82.88,14432.9,outdoor,outdoor_cycle04
2026-07-25 15:00:00,32.94,62.68,81.73,12416.2,outdoor,outdoor_cycle04
2026-07-25 16:00:00,31.2,61.05,80.85,11604.3,outdoor,outdoor_cycle04
2026-07-25 17:00:00,29.89,63.14,80.19,9485.6,outdoor,outdoor_cycle04
2026-07-25 18:00:00,29.41,62.13,79.1,8199.9,outdoor,outdoor_cycle04
2026-07-25 19:00:00,27.96,63.31,78.45,8358.2,outdoor,outdoor_cycle04
2026-07-25 20:00:00,28.72,66.16,77.57,8235.0,outdoor,outdoor_cycle04
2026-07-25 21:00:00,28.64,68.56,76.33,8521.7,outdoor,outdoor_cycle04
2026-07-25 22:00:00,29.05,62.98,75.22,7750.9,outdoor,outdoor_cycle04
2026-07-25 23:00:00,29.25,68.5,74.72,8195.1,outdoor,outdoor_cycle04
2026-07-26 00:00:00,29.63,62.5,73.7,7884.8,outdoor,outdoor_cycle04
2026-07-26 01:00:00,30.2,72.77,72.8,8182.0,outdoor,outdoor_cycle04
2026-07-26 02:00:00,29.32,67.22,71.32,7903.8,outdoor,outdoor_cycle04
2026-07-26 03:00:00,29.14,66.24,70.24,8199.8,outdoor,outdoor_cycle04
2026-07-26 04:00:00,29.5,63.46,69.62,7832.5,outdoor,outdoor_cycle04
2026-07-26 05:00:00,29.26,66.95,68.17,8137.3,outdoor,outdoor_cycle04
2026-07-26 06:00:00,29.0,66.67,67.33,7672.5,outdoor,outdoor_cycle04
2026-07-26 07:00:00,30.71,65.18,66.37,9723.5,outdoor,outdoor_cycle04
2026-07-26 08:00:00,30.59,60.36,65.17,11767.1,outdoor,outdoor_cycle04
2026-07-26 09:00:00,32.84,59.82,64.32,12951.9,outdoor,outdoor_cycle04
2026-07-26 10:00:00,33.75,59.56,63.4,14209.8,outdoor,outdoor_cycle04
2026-07-26 11:00:00,32.54,60.5,62.58,14617.8,outdoor,outdoor_cycle04
2026-07-26 12:00:00,34.42,56.52,61.3,15318.0,outdoor,outdoor_cycle04
2026-07-26 13:00:00,34.24,54.34,60.13,15125.1,outdoor,outdoor_cycle04
2026-07-26 14:00:00,33.11,58.86,58.94,13529.3,outdoor,outdoor_cycle04
2026-07-26 15:00:00,31.92,56.32,57.55,12493.0,outdoor,outdoor_cycle04
2026-07-26 16:00:00,31.12,65.08,57.04,11339.3,outdoor,outdoor_cycle04
2026-07-26 17:00:00,29.62,66.15,56.22,9765.0,outdoor,outdoor_cycle04
2026-07-26 18:00:00,29.1,66.25,54.84,8335.2,outdoor,outdoor_cycle04
2026-07-26 19:00:00,28.78,61.68,53.81,7876.0,outdoor,outdoor_cycle04
2026-07-26 20:00:00,28.42,62.61,52.87,8103.1,outdoor,outdoor_cycle04
2026-07-26 21:00:00,29.02,63.1,52.2,7930.9,outdoor,outdoor_cycle04
2026-07-26 22:00:00,29.53,67.59,51.53,7446.1,outdoor,outdoor_cycle04
2026-07-26 23:00:00,28.1,63.37,51.01,7975.0,outdoor,outdoor_cycle04
