timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-01 09:00:00,27.36,52.89,88.6,191.2,indoor,indoor_cycle01
2026-07-01 10:00:00,27.16,52.25,87.41,216.2,indoor,indoor_cycle01
2026-07-01 11:00:00,27.17,53.94,86.58,179.4,indoor,indoor_cycle01
2026-07-01 12:00:00,27.65,47.72,85.77,155.5,indoor,indoor_cycle01
2026-07-01 13:00:00,26.84,53.37,85.22,170.5,indoor,indoor_cycle01
2026-07-01 14:00:00,28.18,52.27,84.69,186.0,indoor,indoor_cycle01
2026-07-01 15:00:00,26.73,53.51,83.63,155.3,indoor,indoor_cycle01
2026-07-01 16:00:00,26.39,53.02,82.17,158.0,indoor,indoor_cycle01
2026-07-01 17:00:00,26.38,51.71,81.65,176.8,indoor,indoor_cycle01
2026-07-01 18:00:00,26.13,50.1,80.74,123.4,indoor,indoor_cycle01
2026-07-01 19:00:00,26.44,55.43,79.98,147.7,indoor,indoor_cycle01
2026-07-01 20:00:00,25.11,53.2,78.81,140.8,indoor,indoor_cycle01
2026-07-01 21:00:00,26.21,50.59,78.08,156.5,indoor,indoor_cycle01
2026-07-01 22:00:00,25.59,56.53,76.95,170.6,indoor,indoor_cycle01
2026-07-01 23:00:00,25.5,54.23,75.81,156.6,indoor,indoor_cycle01
2026-07-02 00:00:00,25.71,54.54,75.32,127.9,indoor,indoor_cycle01
2026-07-02 01:00:00,26.49,58.39,74.16,148.6,indoor,indoor_cycle01
2026-07-02 02:00:00,26.22,53.39,72.85,157.2,indoor,indoor_cycle01
2026-07-02 03:00:00,25.98,58.91,71.76,97.6,indoor,indoor_cycle01
2026-07-02 04:00:00,26.05,54.25,71.5,151.8,indoor,indoor_cycle01
2026-07-02 05:00:00,25.87,55.89,70.81,179.6,indoor,indoor_cycle01
2026-07-02 06:00:00,25.51,53.75,69.86,168.3,indoor,indoor_cycle01
2026-07-02 07:00:00,26.07,55.64,68.69,162.3,indoor,indoor_cycle01
2026-07-02 08:00:00,26.33,52.93,68.21,162.2,indoor,indoor_cycle01
2026-07-02 09:00:00,27.24,53.88,67.34,178.4,indoor,indoor_cycle01
2026-07-02 10:00:00,26.45,51.78,66.62,177.8,indoor,indoor_cycle01
2026-07-02 11:00:00,27.35,53.6,65.6,226.4,indoor,indoor_cycle01
2026-07-02 12:00:00,27.65,52.31,64.63,151.6,indoor,indoor_cycle01
2026-07-02 13:00:00,27.49,58.74,63.56,184.8,indoor,indoor_cycle01
2026-07-02 14:00:00,27.28,49.91,62.38,207.5,indoor,indoor_cycle01
2026-07-02 15:00:00,27.54,50.96,61.86,206.3,indoor,indoor_cycle01
2026-07-02 16:00:00,27.1,59.23,61.11,150.2,indoor,indoor_cycle01
2026-07-02 17:00:00,26.45,53.09,60.21,129.3,indoor,indoor_cycle01
2026-07-02 18:00:00,25.36,56.18,58.89,131.6,indoor,indoor_cycle01
2026-07-02 19:00:00,25.53,54.19,58.41,166.3,indoor,indoor_cycle01
2026-07-02 20:00:00,26.14,58.27,57.51,117.9,indoor,indoor_cycle01
2026-07-02 21:00:00,26.16,56.95,57.05,125.3,indoor,indoor_cycle01
2026-07-02 22:00:00,26.31,55.74,56.1,155.0,indoor,indoor_cycle01
