timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-02 15:00:00,27.1,59.39,87.48,174.4,indoor,indoor_cycle02
2026-07-02 16:00:00,26.73,50.83,84.89,192.9,indoor,indoor_cycle02
2026-07-02 17:00:00,26.86,52.08,83.02,188.4,indoor,indoor_cycle02
2026-07-02 18:00:00,26.35,60.48,80.99,130.2,indoor,indoor_cycle02
2026-07-02 19:00:00,26.06,53.74,78.77,119.0,indoor,indoor_cycle02
2026-07-02 20:00:00,25.36,56.18,76.11,131.6,indoor,indoor_cycle02
2026-07-02 21:00:00,25.53,54.19,74.27,166.3,indoor,indoor_cycle02
2026-07-02 22:00:00,26.14,58.27,72.02,117.9,indoor,indoor_cycle02
2026-07-02 23:00:00,26.16,56.95,70.22,125.3,indoor,indoor_cycle02
2026-07-03 00:00:00,26.31,55.74,67.91,155.0,indoor,indoor_cycle02
2026-07-03 01:00:00,25.59,55.58,65.93,155.9,indoor,indoor_cycle02
2026-07-03 02:00:00,27.12,56.18,63.53,126.2,indoor,indoor_cycle02
2026-07-03 03:00:00,25.42,56.97,61.57,173.2,indoor,indoor_cycle02
2026-07-03 04:00:00,26.58,56.03,58.81,166.4,indoor,indoor_cycle02
2026-07-03 05:00:00,25.85,53.12,56.85,132.2,indoor,indoor_cycle02
2026-07-03 06:00:00,25.95,55.85,54.4,155.5,indoor,indoor_cycle02
2026-07-03 07:00:00,26.4,57.99,51.3,155.1,indoor,indoor_cycle02
2026-07-03 08:00:00,27.13,51.61,48.79,148.6,indoor,indoor_cycle02
2026-07-03 09:00:00,26.93,55.02,46.38,187.7,indoor,indoor_cycle02
2026-07-03 10:00:00,26.79,49.05,43.64,175.7,indoor,indoor_cycle02
2026-07-03 11:00:00,27.58,49.47,41.0,192.1,indoor,indoor_cycle02
2026-07-03 12:00:00,26.97,52.88,38.82,191.2,indoor,indoor_cycle02
2026-07-03 13:00:00,27.66,53.99,35.98,210.3,indoor,indoor_cycle02
2026-07-03 14:00:00,26.47,50.49,33.34,194.9,indoor,indoor_cycle02
2026-07-03 15:00:00,27.37,62.86,30.57,189.7,indoor,indoor_cycle02
2026-07-03 16:00:00,27.32,55.38,27.97,163.7,indoor,indoor_cycle02
2026-07-03 17:00:00,25.92,53.76,25.66,150.6,indoor,indoor_cycle02
2026-07-03 18:00:00,27.39,50.33,23.95,163.7,indoor,indoor_cycle02
