timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-22 11:00:00,33.71,60.59,89.79,14939.5,outdoor,outdoor_cycle03
2026-07-22 12:00:00,34.39,57.99,88.82,14994.4,outdoor,outdoor_cycle03
2026-07-22 13:00:00,34.5,60.12,87.61,14529.6,outdoor,outdoor_cycle03
2026-07-22 14:00:00,32.75,55.06,86.28,13874.2,outdoor,outdoor_cycle03
2026-07-22 15:00:00,33.11,60.98,85.07,13167.3,outdoor,outdoor_cycle03
2026-07-22 16:00:00,31.12,62.33,83.82,11740.1,outdoor,outdoor_cycle03
2026-07-22 17:00:00,31.01,64.83,82.52,9917.2,outdoor,outdoor_cycle03
2026-07-22 18:00:00,28.98,62.8,81.79,7951.1,outdoor,outdoor_cycle03
2026-07-22 19:00:00,28.59,64.64,80.93,7762.3,outdoor,outdoor_cycle03
2026-07-22 20:00:00,27.86,65.53,80.23,8000.4,outdoor,outdoor_cycle03
2026-07-22 21:00:00,29.4,67.34,79.51,7517.7,outdoor,outdoor_cycle03
2026-07-22 22:00:00,28.54,62.65,78.61,8248.8,outdoor,outdoor_cycle03
2026-07-22 23:00:00,28.84,59.99,78.04,8190.6,outdoor,outdoor_cycle03
2026-07-23 00:00:00,29.04,65.69,77.48,8408.2,outdoor,outdoor_cycle03
2026-07-23 01:00:00,27.19,65.46,76.16,8540.2,outdoor,outdoor_cycle03
2026-07-23 02:00:00,29.13,63.77,75.5,8242.1,outdoor,outdoor_cycle03
2026-07-23 03:00:00,29.29,66.26,73.72,8318.1,outdoor,outdoor_cycle03
2026-07-23 04:00:00,29.24,63.73,73.3,7992.3,outdoor,outdoor_cycle03
2026-07-23 05:00:00,28.58,63.98,72.31,7842.8,outdoor,outdoor_cycle03
2026-07-23 06:00:00,28.51,67.8,71.36,8000.1,outdoor,outdoor_cycle03
2026-07-23 07:00:00,30.1,63.45,70.63,10059.3,outdoor,outdoor_cycle03
2026-07-23 08:00:00,31.11,60.49,69.86,11096.2,outdoor,outdoor_cycle03
2026-07-23 09:00:00,32.25,61.88,68.75,13028.5,outdoor,outdoor_cycle03
2026-07-23 10:00:00,33.84,58.16,67.7,14179.3,outdoor,outdoor_cycle03
2026-07-23 11:00:00,33.99,56.3,66.66,14029.8,outdoor,outdoor_cycle03
2026-07-23 12:00:00,34.85,59.82,65.19,15289.6,outdoor,outdoor_cycle03
2026-07-23 13:00:00,33.88,58.25,64.2,14576.2,outdoor,outdoor_cycle03
