timestamp,temperature_C,humidity_pct,soil_moisture_pct,light_lux,condition,cycle_id
2026-07-13 18:00:00,25.59,60.63,89.25,169.6,indoor,indoor_cycle05
2026-07-13 19:00:00,24.5,60.73,88.89,122.2,indoor,indoor_cycle05
2026-07-13 20:00:00,26.61,61.1,87.87,177.7,indoor,indoor_cycle05
2026-07-13 21:00:00,26.36,57.13,86.94,165.2,indoor,indoor_cycle05
2026-07-13 22:00:00,26.06,54.84,86.17,134.9,indoor,indoor_cycle05
2026-07-13 23:00:00,24.98,54.75,85.65,130.2,indoor,indoor_cycle05
2026-07-14 00:00:00,26.11,58.48,85.27,168.4,indoor,indoor_cycle05
2026-07-14 01:00:00,25.41,57.35,84.49,130.4,indoor,indoor_cycle05
2026-07-14 02:00:00,26.33,52.58,84.04,152.1,indoor,indoor_cycle05
2026-07-14 03:00:00,25.64,55.8,83.06,118.1,indoor,indoor_cycle05
2026-07-14 04:00:00,25.99,56.38,81.8,154.5,indoor,indoor_cycle05
2026-07-14 05:00:00,26.08,53.93,80.79,152.4,indoor,indoor_cycle05
2026-07-14 06:00:00,26.03,55.1,80.14,136.0,indoor,indoor_cycle05
2026-07-14 07:00:00,25.55,58.73,79.46,135.5,indoor,indoor_cycle05
2026-07-14 08:00:00,26.32,55.99,78.17,164.1,indoor,indoor_cycle05
2026-07-14 09:00:00,26.66,53.93,76.59,161.6,indoor,indoor_cycle05
2026-07-14 10:00:00,26.59,53.61,75.5,197.3,indoor,indoor_cycle05
2026-07-14 11:00:00,27.34,52.26,74.58,189.5,indoor,indoor_cycle05
2026-07-14 12:00:00,28.08,58.03,74.01,178.9,indoor,indoor_cycle05
2026-07-14 13:00:00,27.4,59.03,72.54,172.6,indoor,indoor_cycle05
2026-07-14 14:00:00,28.31,51.45,71.1,196.0,indoor,indoor_cycle05
2026-07-14 15:00:00,26.83,52.72,70.46,166.7,indoor,indoor_cycle05
2026-07-14 16:00:00,26.36,50.69,69.78,170.7,indoor,indoor_cycle05
2026-07-14 17:00:00,26.53,50.46,68.64,167.0,indoor,indoor_cycle05
2026-07-14 18:00:00,24.8,55.94,68.16,174.6,indoor,indoor_cycle05
2026-07-14 19:00:00,27.0,56.05,67.32,135.9,indoor,indoor_cycle05
2026-07-14 20:00:00,26.33,55.19,66.75,160.8,indoor,indoor_cycle05
2026-07-14 21:00:00,26.1,51.47,66.17,147.8,indoor,indoor_cycle05
2026-07-14 22:00:00,25.56,58.09,65.14,171.8,indoor,indoor_cycle05
2026-07-14 23:00:00,25.34,54.21,64.25,174.3,indoor,indoor_cycle05
2026-07-15 00:00:00,27.39,55.98,63.49,153.8,indoor,indoor_cycle05
2026-07-15 01:00:00,26.08,54.62,62.35,164.2,indoor,indoor_cycle05
2026-07-15 02:00:00,25.53,51.67,61.35,113.3,indoor,indoor_cycle05
2026-07-15 03:00:00,25.34,49.62,59.75,157.8,indoor,indoor_cycle05
